The	768 122 786 128 
Health	789 122 822 128 
Insurance	826 122 876 129 
Specialist	880 122 932 129 
Invoice	28 142 74 151 
No.	79 142 101 150 
:	149 146 152 152 
33L012Y23P001940	174 142 309 151 
Customer	475 140 539 150 
ID	544 141 558 149 
:	639 146 642 152 
AA0029285201	663 141 763 150 
Invoice	28 160 74 169 
Date	79 160 109 169 
:	148 164 151 170 
16/03/23	175 160 231 168 
Policy	476 161 515 172 
No	519 161 538 170 
:	641 165 644 172 
P/121112/01/2023/026776	666 162 836 171 
Recipient	120 180 181 190 
Supplier	639 178 693 189 
GSTIN	27 202 71 210 
:	148 205 152 212 
GSTIN	476 200 521 209 
:	640 206 643 212 
33AAJCS4517L1Z5	664 202 794 211 
Proposer's	27 220 96 231 
:	148 222 152 228 
E	176 220 184 228 
K	189 219 199 227 
ARUNKUMAR	202 219 297 228 
NAME	478 219 520 227 
:	641 224 645 231 
Star	664 220 691 229 
Health	696 220 738 229 
and	744 221 768 229 
Allied	772 221 808 230 
Insurance	814 221 878 230 
Co	883 221 901 229 
Ltd	906 221 926 230 
Name	26 233 65 241 
-	665 237 669 239 
Branch	673 233 719 242 
Office	724 233 762 242 
-Gandhipuram	766 233 860 244 
Address	26 252 81 261 
:	149 255 152 261 
22/12A,P&T	174 251 253 261 
COLONY	258 251 320 260 
Address	475 253 529 262 
:	641 255 644 262 
1st	666 252 685 261 
Floor,	689 252 725 262 
DBMS	731 252 773 260 
Complex,	778 252 838 263 
41-46,	839 252 880 262 
7th	885 252 905 261 
NSN	175 266 206 274 
PALAYAM	211 265 279 274 
Street,	665 265 707 275 
Tatabad,	712 264 770 275 
(Above	775 265 821 276 
Bank	825 265 859 273 
of	863 265 876 273 
India)	884 265 919 275 
Gandhipuram	665 280 754 290 
Coimbatore	759 280 839 290 
-	842 284 847 286 
641012	851 280 900 289 
City	27 311 52 323 
:	147 314 151 321 
City	476 313 501 323 
:	641 315 645 321 
GANDHIPURAM	664 312 774 321 
State	28 332 61 341 
:	149 336 152 343 
Tamil	175 332 211 341 
Nadu	215 332 249 341 
State	475 332 509 341 
:	640 333 643 340 
Tamil	666 332 702 340 
Nadu	707 332 741 340 
Pincode	28 353 80 362 
:	149 357 152 363 
641031	176 355 223 363 
Pincode	476 353 528 362 
:	641 356 644 363 
641012	666 353 715 362 
Client	27 373 65 382 
Category	69 373 128 384 
:	148 377 151 383 
IND	177 373 201 382 
Place	475 373 511 382 
of	516 373 529 382 
Supply	532 373 577 384 
:	641 377 644 383 
33	667 373 685 382 
Tamil	696 373 733 382 
Nadu	737 373 771 382 
HSN	39 401 69 410 
/	74 401 79 409 
Description	94 402 165 412 
of	171 401 183 410 
Total	211 399 243 407 
Discount	275 399 332 407 
Taxable	356 398 410 407 
Value	409 398 446 407 
IGST	459 399 494 408 
@	499 399 512 408 
18%	518 399 546 408 
CGST	555 399 596 408 
@9%	601 400 635 408 
UT/SGST@9%	646 399 745 408 
CESS@1%	751 401 828 410 
Total	842 398 875 407 
Invoice	880 398 925 407 
Value	930 398 968 407 
SAC	42 413 72 422 
Service(s)	94 414 159 425 
A	221 422 231 430 
B	298 421 308 430 
C=A-B	361 422 422 430 
D	458 421 468 430 
=	473 424 482 428 
C	485 421 496 430 
*	501 422 505 425 
IGST	511 421 544 430 
E	581 421 591 429 
=	594 423 604 428 
C	607 420 618 429 
F	673 420 682 429 
=	685 423 695 428 
C	698 421 709 429 
Code	40 426 75 435 
G=C*Cess	757 422 826 431 
H=C+D+E+F+G	859 420 962 429 
*CGST	576 433 622 442 
*UTGST	656 433 711 442 
or	715 435 728 442 
SGST	671 446 711 454 
997133	27 468 76 477 
Insurance	94 467 157 476 
9750	211 465 244 473 
0	303 466 311 473 
9750	384 467 416 475 
878	575 467 599 475 
878	680 467 704 476 
Rs.	855 468 875 477 
11506 /-	881 468 934 477 
Services	93 479 149 488 
Total	28 500 61 509 
Invoice	65 500 111 509 
Value	115 500 152 509 
(in	158 500 174 511 
Figures)	178 500 231 511 
:	309 504 312 510 
Rs.	331 502 351 510 
11506	358 502 398 510 
/-	401 501 411 510 
Total	28 520 61 529 
Invoice	65 520 111 530 
Value	116 520 155 530 
(in	158 521 174 532 
Words)	178 521 225 532 
:	309 523 312 530 
Rupees:	331 520 384 531 
Eleven	394 520 438 529 
thousand	442 520 503 529 
five	507 520 530 529 
hundred	331 533 384 541 
six	388 533 406 542 
only	411 533 438 543 
Amount	28 552 79 560 
of	84 552 96 560 
Tax	99 552 125 560 
Subject	129 551 178 562 
to	181 552 194 560 
reverse	198 553 246 560 
Charge	252 552 298 563 
:	309 556 312 562 
No	332 553 350 561 
Important	28 577 102 589 
Note:	108 577 148 587 
The	27 603 52 612 
invoice	56 603 102 612 
is	106 603 117 612 
issued	121 603 164 612 
as	168 605 184 612 
per	188 605 209 614 
Section	213 603 261 612 
31	266 603 280 612 
of	286 603 299 612 
the	302 603 323 612 
CGST	328 603 369 612 
Act	372 603 394 612 
In	28 629 39 638 
case	44 631 75 637 
no	79 631 95 637 
GSTIN	98 629 145 637 
or	148 631 161 637 
incorrect	165 629 222 637 
GSTIN	225 629 269 637 
is	275 629 285 637 
provided	289 629 345 640 
by	350 629 366 639 
the	369 629 390 638 
Proposer	395 629 454 640 
at	458 630 471 638 
Proposal	475 629 532 639 
stage,	536 630 576 640 
Star	581 629 608 638 
Health	612 629 654 637 
and	659 629 683 638 
Allied	687 629 723 637 
Insurance	728 629 792 638 
Co	796 629 815 637 
Ltd	819 629 838 637 
shall	844 629 874 637 
not	878 630 898 638 
be	902 629 918 637 
responsible	28 642 102 653 
for	106 641 124 650 
any	128 643 152 652 
Input	156 642 189 652 
Tax	192 641 217 650 
Credit	221 641 261 650 
losses	265 642 306 650 
and	311 642 335 650 
no	339 643 355 650 
subsequent	359 642 435 652 
revision	439 642 489 650 
of	494 641 506 650 
invoice	511 641 556 650 
will	560 641 581 650 
be	585 642 601 650 
undertaken.	605 642 682 650 
I/We	26 667 59 676 
hereby	64 667 116 678 
declare	122 667 178 677 
that	184 667 213 677 
though	218 667 272 679 
our	278 669 304 676 
aggregate	309 667 386 679 
turnover	391 667 458 677 
in	462 667 475 677 
any	482 669 509 679 
preceding	514 667 591 679 
financial	596 667 662 677 
year	667 669 701 678 
from	705 667 741 677 
2017-18	746 667 806 677 
onwards	811 667 877 677 
is	884 667 895 676 
more	26 682 65 690 
than	70 680 104 690 
the	109 680 134 690 
aggregate	138 681 215 693 
turnover	220 681 286 690 
notified	292 680 349 690 
under	355 680 400 690 
sub-rule	405 680 469 690 
(4)	475 680 493 692 
of	498 680 514 690 
rule	519 680 548 690 
48,	553 680 575 691 
we	580 682 602 690 
are	606 682 631 690 
not	636 681 661 690 
required	666 680 730 692 
to	735 681 750 690 
prepare	756 682 815 692 
an	821 682 838 690 
invoice	844 680 899 690 
in	905 680 918 690 
terms	25 695 69 704 
of	75 694 90 703 
the	94 694 119 704 
provisions	124 694 205 706 
of	211 694 226 703 
the	231 694 255 704 
said	260 694 291 703 
sub-rule.	297 694 365 703 
E.	28 713 42 722 
&	47 713 58 723 
O.E	28 727 56 737 
This	32 752 60 761 
is	64 752 74 761 
a	79 754 87 760 
digitally	91 752 140 763 
signed	144 752 187 763 
document	192 752 256 761 
and	261 752 285 760 
hence	289 752 329 760 
no	334 754 349 760 
physical	354 752 406 763 
signature	411 752 471 763 
is	475 752 486 761 
required	490 752 544 763 
Entered	16 831 61 839 
by	65 831 79 841 
:	116 832 119 838 
SH70109	125 831 179 838 
For	655 827 675 834 
Star	678 827 702 834 
Health	706 827 743 834 
and	747 827 769 834 
Allied	773 827 805 834 
Insurance	809 827 865 834 
Company	869 827 925 837 
Ltd.	929 827 950 834 
Approved	18 848 74 858 
by	77 848 91 858 
:	117 849 120 855 
SH70109	126 848 181 856 
R.Mor	738 850 832 878 
Authorised	742 881 805 889 
Signatory	808 881 864 891 
Please	747 926 782 933 
see	785 928 804 933 
overleaf	807 927 848 933 
5	874 925 882 933 
of	904 926 916 934 
6	925 925 933 933 

STAR	50 25 133 43 
Health	140 36 166 42 
Personal	64 44 96 50 
&	98 44 105 50 
Caring	106 44 131 51 
Insurance	141 44 179 50 
The	34 55 49 60 
Health	51 54 78 60 
Insurance	79 54 121 60 
Specialist	122 54 164 61 
Star	187 40 244 57 
Health	255 40 348 57 
and	360 40 412 57 
Allied	422 40 508 57 
Insurance	521 40 656 57 
Company	667 40 808 61 
Limited	818 40 925 57 
Star	369 73 398 82 
Cardiac	402 72 456 81 
Care	461 73 494 82 
Insurance	497 73 566 82 
Policy	571 72 614 83 
Unique	317 85 366 97 
Identification	371 85 461 94 
No	466 85 486 94 
:	491 87 494 94 
SHAHLIP22032V052122	496 85 664 94 
Policy	432 98 475 109 
Schedule	479 98 545 107 
In	22 130 34 139 
consideration	38 130 134 140 
of	139 130 153 139 
payment	157 131 218 141 
of	222 130 236 140 
Rs.25341/-	240 130 312 140 
towards	320 130 376 139 
renewal	381 130 435 140 
premium	440 131 501 141 
of	506 130 521 140 
Policy	525 130 567 141 
number:	572 130 629 139 
P/211223/01/2022/003938,	635 130 810 141 
the	816 130 838 140 
policy	843 130 885 142 
stands	889 130 936 139 
renewed	22 143 80 152 
for	85 143 105 152 
a	109 145 117 152 
further	121 143 168 153 
period	173 143 217 154 
of	222 143 236 152 
1	241 143 246 152 
year	252 145 282 154 
as	286 145 302 152 
per	307 145 330 154 
the	334 143 356 152 
details	360 143 406 152 
given	410 143 448 154 
below.	453 143 498 153 
Renewal	254 187 313 197 
Endorsement	318 187 411 196 
No	415 187 434 196 
:	452 191 455 198 
P/211223/01/2023/004659	465 188 638 197 
Customer	19 204 84 213 
Code	88 204 123 213 
:	158 207 161 214 
AA0017708455	175 205 277 213 
GSTIN	438 206 484 215 
:	634 207 638 214 
03AAJCS4517L1Z8	652 206 783 215 
Customer	20 221 84 230 
Name	88 221 126 230 
:	158 223 161 230 
Mohit	176 222 212 231 
Mittal	216 222 251 231 
SAC	438 222 468 231 
Code	472 222 506 231 
:	634 223 638 230 
997133/Accident	652 222 764 231 
and	767 222 792 230 
Health	795 222 838 231 
Insurance	842 222 906 231 
Services	911 221 966 231 
Proposer's	21 239 91 250 
Code	94 239 129 248 
:	158 241 161 248 
20790061	175 239 239 248 
Issuing	438 238 479 248 
Office	483 238 517 247 
Code	520 238 552 247 
:	634 240 638 247 
211223	652 238 702 247 
Proposer's	21 254 91 265 
Name	95 255 134 263 
:	158 258 161 265 
Mohit	176 254 212 263 
Mittal	216 254 251 263 
Issuing	438 255 479 265 
Office	482 255 517 263 
Name	521 255 555 263 
:	634 258 638 264 
Branch	653 255 699 264 
Office	704 255 742 264 
-	746 259 751 262 
Sangrur	755 255 808 266 
Address	21 273 76 283 
:	157 276 161 283 
S/O	176 273 201 282 
Som	205 273 235 282 
nath	240 273 268 282 
ram	273 275 298 282 
singh	302 273 336 284 
kundan	341 273 389 282 
Address	438 272 492 281 
:	634 275 638 282 
1st	654 273 674 282 
Floor,	677 272 714 283 
Sunami	719 272 769 282 
Gate,	773 272 808 283 
Sangrur,	813 272 869 283 
street	176 286 213 295 
above	654 285 694 293 
Ward	175 301 211 310 
number	215 301 265 310 
9	269 301 278 310 
cinema	281 301 329 310 
road	333 301 362 310 
IDBI	654 300 682 309 
Bank,	686 300 724 310 
Sangrur	728 300 781 311 
-	784 304 789 307 
148001	794 300 841 309 
mansa	176 315 221 323 
Phone	22 359 64 368 
No	68 359 86 368 
:	158 361 162 368 
/8360273969/	174 360 266 368 
Phone	438 360 479 368 
No	484 360 503 368 
:	634 361 638 368 
016725003856	656 358 756 367 
E-mail	22 374 63 383 
Id	68 374 79 383 
:	158 377 162 383 
sam.mittal0@gmail.com	174 375 334 386 
E-mail	438 374 479 383 
Id	483 374 495 383 
:	634 377 638 384 
Sangrur@starhealth.in	653 374 800 386 
Proposer	20 391 80 402 
GSTIN	84 391 128 400 
:	157 393 161 400 
-	174 396 178 399 
Place	436 390 472 399 
of	477 390 490 399 
Supply	494 390 538 401 
:	634 393 638 401 
Proposal	20 408 78 419 
date	81 408 110 417 
:	158 411 162 418 
14/03/2021	176 410 247 418 
Fulfiller	438 408 485 417 
Code	489 408 524 417 
:	634 410 638 417 
SH47853	654 408 715 417 
Date	21 423 52 433 
of	56 423 69 433 
Inception	73 423 132 434 
of	136 423 149 433 
first	152 423 177 433 
policy	181 423 218 434 
:	236 427 239 433 
16-MAR-2021	254 423 344 433 
Renewal	21 443 78 452 
Year	82 443 114 452 
:	158 445 161 452 
Second	176 443 226 453 
Year	229 443 261 453 
Collection	21 466 85 475 
Number	90 466 142 476 
:	158 468 161 475 
1511005275	176 467 257 476 
Intermediary	432 473 564 490 
:	634 475 638 482 
LC0000000371	654 474 797 487 
Collection	21 485 86 494 
Date	91 485 122 494 
:	158 488 162 494 
14/03/2023	176 486 248 495 
Code/Name	434 495 548 508 
Premium	21 508 79 517 
:Rs	85 508 105 517 
21,475	112 508 157 518 
/-	162 510 172 518 
CGST	20 529 64 538 
@9%	66 529 102 538 
:	108 531 112 538 
1,933/-	119 530 166 540 
SGST	176 530 216 539 
/	219 530 225 539 
UTGST	228 530 278 539 
@9%	284 530 319 540 
1,933	349 530 385 540 
/-	388 529 398 538 
Name	434 526 491 539 
:	632 527 635 534 
M/S.TURTLEMINT	650 526 856 539 
Stamp	22 545 64 557 
Duty	69 546 99 557 
:Rs	103 546 124 554 
/-	135 545 148 554 
Total	221 546 254 555 
Premium	258 546 318 554 
:Rs	321 546 342 555 
25,341	354 546 397 556 
/-	402 546 412 554 
INSURANCE	653 547 788 560 
BROKING	795 547 905 560 
SERVICES	654 568 768 581 
PRIVATE	773 568 875 581 
LIMITED	653 588 755 601 
Phone	431 620 493 632 
No	498 620 526 632 
:	633 621 636 628 
18002660101/9937775334	658 620 899 633 
E-mail	434 654 499 667 
Id	505 655 526 667 
:	633 655 636 662 
statement.invictus@turtlemin	650 653 945 666 
t.com	652 676 706 687 
Total	21 698 54 707 
Premium	58 698 116 707 
In	121 698 132 707 
Words	136 698 179 707 
:	209 700 212 707 
Indian	216 698 256 707 
Rupees	261 698 311 709 
Twenty	315 698 363 709 
Five	367 698 394 707 
Thousand	398 698 464 707 
Three	468 698 506 707 
Hundred	511 698 567 707 
Forty	572 698 605 709 
One	609 698 636 707 
Only	640 697 671 709 
Installment	686 699 750 707 
Facilty	754 699 791 710 
Optn	795 699 823 709 
:No	827 699 846 707 
Premium	16 719 68 727 
Payment	72 719 125 729 
Frequency	128 719 189 729 
:Annual	193 719 237 727 
Installment	328 720 391 728 
Amount	394 720 440 728 
Rs.	444 720 462 728 
:0	467 720 478 728 
Collection	653 719 712 728 
No	716 720 733 728 
1511005275	748 720 821 728 
PERIOD	20 746 76 754 
OF	80 746 101 755 
INSURANCE	105 746 191 755 
FROM	244 745 289 754 
:	307 748 310 755 
16/03/2023	323 745 396 754 
00:00	399 745 436 754 
TO	548 747 569 755 
:	595 749 599 756 
Midnight	612 744 668 756 
Of	672 744 688 753 
15/03/2024	692 744 765 753 
Place	16 816 45 823 
:	115 818 118 823 
Patiala	125 816 160 823 
For	804 815 822 823 
and	824 815 844 823 
on	846 817 859 823 
behalf	863 815 895 823 
of	896 815 907 823 
Star	736 825 757 832 
Health	761 825 794 832 
and	796 825 816 832 
Allied	818 825 846 832 
Insurance	850 825 900 832 
Company	904 825 953 834 
Ltd.	956 825 974 832 
Collection	15 831 66 839 
Date	69 831 92 838 
:	115 831 119 837 
14/03/2023	124 831 181 838 
Entered	16 846 62 854 
by	65 846 79 856 
:	115 850 118 856 
PREMIA	124 845 173 853 
R.Mor	793 841 885 869 
Approved	15 863 72 873 
by	75 863 89 873 
:	114 867 117 873 
PORTAL	123 863 175 871 
All	15 888 29 896 
the	32 888 48 896 
amounts	51 889 95 895 
mentioned	98 888 152 896 
in	155 888 164 896 
this	166 888 185 896 
policy	188 888 218 897 
are	220 890 237 896 
in	240 888 249 895 
Indian	252 888 284 896 
Rupees	286 888 326 897 
Authorised	800 885 855 892 
Signatory	858 885 906 894 
IRDAI	13 900 61 911 
Regn.	67 900 116 913 
No	123 900 145 911 
129	152 900 181 911 
Corporate	13 916 98 930 
Identity	105 916 166 930 
Number	173 916 239 927 
L66010TN2005PLC056649	249 916 471 927 
2	869 923 878 933 
of	887 924 901 933 
5	905 924 914 933 
Email	14 931 59 942 
ID	66 931 84 942 
:	89 934 93 942 
info@starhealth.in	101 931 256 943 
Regd.&Corporate	14 974 104 983 
Office:1,New	107 974 171 982 
Tank	175 974 202 981 
Street,	204 974 236 982 
Valluvar	238 974 279 982 
Kottam	282 974 319 981 
High	322 974 345 983 
Road,Nungambakkam,Chennai	348 974 509 983 
-	511 977 515 979 
600034,Phone	520 974 592 982 
:	596 976 599 981 
4-28302700	615 974 680 981 
28288800	688 974 741 981 
Toll	743 974 762 981 
Free	765 974 788 981 
Fax	792 974 811 981 
No:	814 974 831 981 
1800-425-5522	835 974 912 981 
Toll	915 974 934 981 
Free	937 974 960 981 
No:1800-425-2255	112 984 204 991 
/	206 984 211 991 
1800-102-4477,CIN	214 984 313 992 
:	318 986 320 990 
L66010TN2005PLC056649	322 984 463 991 
Email	466 984 495 991 
:support@starthealth.in	497 984 618 993 
Website	622 984 664 991 
:www.starhealth.in	667 984 761 992 
IRDAI	764 984 795 991 
Regn.no:	798 984 844 993 
129	848 984 866 991 

Attached	26 71 88 80 
to	93 72 106 80 
and	111 71 136 80 
forming	141 71 195 83 
part	201 72 228 82 
of	232 71 246 80 
Policy	251 71 293 83 
No :	298 71 325 81 
P/121112/01/2023/026776	351 70 526 80 
THE	18 155 48 164 
INSURANCE	53 155 140 163 
UNDER	144 155 196 164 
THIS	200 155 234 164 
POLICY	238 155 292 163 
IS	297 155 311 164 
SUBJECT	315 155 384 164 
TO	387 155 408 164 
CONDITIONS,	411 154 508 165 
CLAUSES,	512 155 586 165 
WARRANTIES,	591 155 694 165 
EXCLUSIONS	699 155 794 164 
ETC.	799 155 831 163 
ATTACHED.	840 155 925 164 
IN	19 167 34 177 
THE	41 167 71 177 
EVENT	78 167 128 177 
OF	135 167 155 177 
HOSPITALIZATION	164 167 297 177 
OF	304 167 325 177 
INSURED	331 167 398 177 
PERSON,	405 167 471 178 
INTIMATION	479 167 565 177 
SHOULD	573 167 635 177 
BE	642 167 663 177 
GIVEN	671 167 716 177 
TO	724 167 745 177 
THE	752 167 782 177 
COMPANY	789 167 865 177 
IMMEDIATELY,	872 167 976 178 
HOWEVER,	19 180 98 191 
WITHIN	103 181 156 190 
24	159 181 176 190 
HRS	180 180 211 190 
FROM	215 180 258 189 
THE	262 180 292 189 
TIME	295 180 331 189 
OF	335 180 355 190 
ADMISSION.	359 180 446 189 
Sector	19 217 65 227 
Classification	69 217 166 227 
Rural	21 242 52 250 
Toll	19 260 45 270 
Free	50 260 81 270 
No	85 260 106 269 
1800	119 261 151 270 
1800	229 261 261 270 
102	266 261 290 270 
4477	293 260 326 269 
Email:	347 260 390 270 
support@starhealth.in	395 260 546 272 
Fax	572 260 597 269 
No:	602 260 625 269 
1800	631 261 662 270 
425	666 261 691 270 
5522.	695 260 732 270 
Please	19 275 68 285 
check	73 275 116 285 
whether	120 276 179 285 
the	183 276 206 285 
details	211 275 259 285 
given	263 275 302 287 
by	307 275 325 287 
you	329 277 356 287 
about	361 275 402 285 
the	406 276 429 285 
insured	434 275 488 285 
persons	492 277 551 287 
in	555 275 568 285 
the	573 276 596 285 
proposal	601 275 664 287 
form	668 275 701 285 
are	706 277 729 285 
incorporated	734 275 825 287 
correctly	830 276 892 288 
in	896 275 909 285 
the	914 276 936 285 
policy	942 275 984 287 
schedule.	18 290 87 300 
if	94 290 102 299 
you	107 292 134 302 
find	139 290 166 300 
any	172 292 198 302 
discrepancy,	204 290 295 302 
please	301 290 349 302 
inform	355 290 400 299 
us	406 292 423 299 
within	428 290 471 299 
15	477 290 494 299 
days	500 290 535 302 
from	540 290 573 300 
the	578 290 601 300 
date	606 290 638 300 
of	644 290 659 300 
receipt	664 290 714 302 
of	718 290 733 300 
the	737 290 761 299 
policy,	766 290 811 302 
failing	812 290 855 302 
which	861 290 902 300 
the	908 290 931 299 
details	936 290 984 300 
relating	19 304 72 317 
to	76 305 90 314 
the	94 304 117 314 
insured	122 304 175 314 
person	180 307 229 317 
given	234 304 274 317 
in	278 304 291 314 
the	295 304 318 314 
policy	323 305 365 317 
schedule	369 304 434 314 
are	439 307 462 314 
deemed	466 304 526 314 
to	530 305 544 314 
have	549 304 584 314 
been	589 304 625 314 
accepted	630 304 696 317 
by	701 304 718 317 
you.	722 307 752 317 
"CONSOLIDATED	18 323 141 333 
STAMP	145 323 195 333 
DUTY	201 323 241 333 
PAID	245 324 280 333 
VIDE	284 323 318 333 
G.O.(RT)	322 323 381 335 
NO.402	387 323 436 333 
DATED.	442 324 496 333 
15TH	497 324 532 333 
SEP	536 324 565 333 
2022"	570 324 608 333 
AYUSH	15 341 72 351 
Hospital	77 341 135 353 
means	140 343 189 351 
a	194 343 203 351 
healthcare	207 341 284 351 
facility	287 341 334 353 
wherein	337 341 395 351 
medical/surgical/para-surgical	398 341 615 353 
treatment	619 341 689 351 
procedures	694 341 775 353 
and	780 341 807 351 
interventions	812 341 904 351 
are	909 343 932 351 
carried	15 355 65 365 
out	69 356 93 365 
by	97 355 115 367 
AYUSH	118 355 175 365 
Medical	179 355 236 365 
Practitioner(s)	241 355 341 367 
comprising	346 355 426 367 
of	430 355 445 365 
any	449 357 475 367 
of	479 355 494 365 
the	497 356 520 365 
following:	525 355 593 368 
1.	21 370 33 380 
Central	47 370 99 380 
or	104 372 119 380 
State	124 370 161 380 
Government	166 370 256 380 
AYUSH	259 370 317 380 
Hospital	322 370 381 382 
or	385 372 401 380 
2.	19 385 32 394 
Teaching	47 384 114 397 
hospital	119 384 175 397 
attached	180 384 242 394 
to	246 385 261 394 
AYUSH	265 384 321 394 
College	326 384 381 397 
recognized	386 384 465 397 
by	471 384 488 397 
the	492 384 515 394 
Central	519 384 572 394 
Government / Centr	578 384 718 395 
Council	738 384 792 394 
of	796 384 811 394 
Indian	815 384 859 394 
Medicine/Central	48 399 170 409 
Council	174 398 228 408 
for	233 399 253 409 
Homeopathy;	257 399 354 411 
or	358 401 374 408 
3.	19 414 32 423 
AYUSH	46 413 103 423 
Hospital,	108 413 171 426 
standalone	176 413 256 423 
or	260 416 275 423 
co-located	279 413 355 423 
with	359 413 388 423 
in-patient	393 413 461 426 
healthcare	465 413 541 423 
facility	545 413 591 426 
of	596 413 611 423 
any	614 416 641 426 
recognized	645 413 725 426 
system	729 414 781 426 
of	785 413 800 423 
medicine,	804 413 873 425 
registered	47 428 119 440 
with	124 428 154 438 
the	157 428 180 438 
local	185 428 219 438 
authorities,	224 428 303 439 
wherever	307 428 375 438 
applicable,	379 428 456 440 
and	462 428 489 438 
is	494 428 506 438 
under	511 428 552 438 
the	556 428 579 437 
supervision	584 428 666 440 
of	671 428 685 438 
a	689 430 699 438 
qualified	703 428 764 440 
registered	768 428 841 440 
AYUSH	845 428 902 438 
Medical	48 442 104 452 
Practitioner	108 442 191 452 
and	195 443 222 452 
must	227 443 262 452 
comply	266 442 319 454 
with	322 442 352 452 
all	357 442 374 452 
the	377 442 400 452 
following	405 442 468 454 
criterion:	473 442 536 452 
i.	56 457 64 467 
Having	96 457 146 469 
at	152 457 166 467 
least	170 457 205 467 
5	209 457 218 467 
in-patient	223 457 291 469 
beds;	294 457 334 468 
ii.	56 471 67 481 
Having	96 471 146 483 
qualified	151 471 212 483 
AYUSH	215 471 272 481 
Medical	277 471 333 482 
Practitioner	338 471 421 481 
in	425 471 437 481 
charge	442 471 492 483 
round	496 471 538 481 
the	542 471 565 481 
clock;	570 471 612 483 
iii.	56 486 71 495 
Having	95 486 145 498 
dedicated	149 486 221 496 
AYUSH	225 486 281 496 
therapy	285 486 341 498 
sections	345 486 405 496 
as	409 488 426 496 
required	431 486 491 498 
and/or	496 486 542 496 
has	546 486 573 496 
equipped	578 486 645 498 
operation	649 486 718 498 
theatre	721 486 772 496 
where	777 486 822 496 
surgical	92 500 149 513 
procedures	153 501 235 513 
are	239 503 263 510 
to	267 501 281 510 
be	286 500 304 510 
carried	309 500 359 510 
out;	363 501 390 512 
iv.	56 515 72 524 
Maintaining	95 515 178 527 
daily	184 515 218 527 
records	221 515 276 525 
of	281 515 295 525 
the	298 515 321 524 
patients	326 515 383 527 
and	388 515 415 525 
making	420 515 472 527 
them	476 515 513 524 
accessible	518 515 594 525 
to	598 516 612 525 
the	616 515 639 524 
insurance	644 515 714 525 
Company's	719 515 800 527 
authorized	93 529 169 539 
representative.	173 529 281 541 
AYUSH	19 558 76 568 
Day	81 558 110 570 
Care	114 558 149 568 
Centre	154 558 203 569 
means	208 560 257 568 
and	261 558 288 568 
includes	293 558 353 568 
Community	358 558 440 570 
Health	445 558 492 568 
Centre	496 558 545 568 
(CHC),	551 558 601 570 
Primary	606 558 662 571 
Health	666 558 713 568 
Centre	718 558 767 569 
(PHC),	772 558 821 570 
Dispensary,	826 557 912 570 
Clinic,	16 572 59 584 
Polyclinic	65 573 132 585 
or	137 575 152 583 
any	156 575 182 585 
such	187 573 221 583 
health	226 573 270 583 
centre	275 573 320 583 
which	325 573 367 583 
is	371 573 383 583 
registered	388 573 460 585 
with	465 573 494 582 
the	498 573 521 583 
local	525 573 559 583 
authorities,	564 573 643 584 
wherever	648 573 716 583 
applicable	720 572 794 585 
and	798 573 825 583 
having	830 573 878 585 
facilities	882 573 941 583 
for	945 573 965 583 
carrying	15 588 73 600 
out	78 588 101 597 
treatment	105 588 175 597 
procedures	179 587 261 600 
and	265 587 292 597 
medical	297 587 354 597 
or	358 590 374 597 
surgical/para-surgical	376 587 533 600 
interventions	536 587 629 598 
or	634 590 649 597 
both	653 587 685 597 
under	689 587 732 597 
the	735 587 758 597 
supervision	763 587 845 600 
of	850 587 864 597 
registered	868 587 941 600 
AYUSH	15 602 71 612 
Medical	76 602 133 612 
Practitioner	138 602 220 612 
(s)	225 601 243 614 
on	247 604 266 612 
day	271 602 297 614 
care	301 603 334 612 
basis	338 602 376 612 
without	380 602 433 612 
in-patient	436 602 505 614 
services	508 602 568 612 
and	573 602 600 612 
must	605 602 641 612 
comply	645 602 696 614 
with	701 602 729 611 
all	735 602 751 612 
the	755 602 778 612 
following	782 602 846 614 
criterion:	851 602 914 612 
i.	24 617 32 626 
Having	46 616 97 629 
qualified	102 616 162 629 
registered	167 616 239 628 
AYUSH	244 616 300 626 
Medical	305 616 361 626 
Practitioner(s)	366 616 468 629 
in	472 616 485 626 
charge;	489 616 544 628 
ii.	24 631 36 641 
Having	45 631 96 643 
dedicated	101 631 172 641 
AYUSH	176 631 232 641 
therapy	236 631 292 643 
sections	296 631 356 641 
as	361 633 378 641 
required	382 631 442 643 
and/or	446 631 493 640 
has	498 631 524 641 
equipped	528 631 595 643 
operation	600 631 668 643 
theatre	672 631 724 641 
where	728 631 772 641 
surgical	777 631 834 643 
procedures	839 631 920 643 
are	42 647 66 655 
to	70 646 84 655 
be	89 645 107 655 
carried	111 645 161 655 
out;	166 646 193 657 
iii.	24 660 39 670 
Maintaining	45 660 128 672 
daily	132 660 166 672 
records	171 660 225 670 
of	229 660 244 670 
the	248 660 271 670 
patients	275 660 332 672 
and	337 660 364 670 
making	369 660 421 672 
them	425 660 462 669 
accessible	467 660 543 670 
to	547 660 561 670 
the	565 660 588 670 
insurance	593 660 664 670 
company's	668 660 746 672 
authorized	751 660 827 670 
representative.	831 660 938 672 
Nominee	19 687 81 697 
Details	85 687 132 697 
Nominee	152 717 214 727 
Details	218 717 265 727 
for	273 717 293 727 
the	297 717 320 727 
proposer	324 719 388 729 
